"Metabolite","Sample_1_Phenotype2_B","Sample_2_Phenotype3_B","Sample_3_Phenotype2_A","Sample_4_Phenotype1_B","Sample_5_Phenotype2_B","Sample_6_Phenotype2_B","Sample_7_Phenotype1_B","Sample_8_Phenotype2_B","Sample_9_Phenotype2_B","Sample_10_Phenotype3_A","Sample_11_Phenotype3_A","Sample_12_Phenotype2_B","Sample_13_Phenotype1_A","Sample_14_Phenotype3_B","Sample_15_Phenotype2_A","Sample_16_Phenotype2_A","Sample_17_Phenotype1_B","Sample_18_Phenotype1_A","Sample_19_Phenotype1_B","Sample_20_Phenotype3_A","Sample_21_Phenotype3_B","Sample_22_Phenotype1_A","Sample_23_Phenotype2_A","Sample_24_Phenotype3_A","Sample_25_Phenotype1_A","Sample_26_Phenotype2_B","Sample_27_Phenotype1_A","Sample_28_Phenotype2_B","Sample_29_Phenotype1_B","Sample_30_Phenotype2_A","Sample_31_Phenotype1_B","Sample_32_Phenotype1_A","Sample_33_Phenotype3_A","Sample_34_Phenotype3_B","Sample_35_Phenotype2_A","Sample_36_Phenotype3_B","Sample_37_Phenotype1_B","Sample_38_Phenotype2_A","Sample_39_Phenotype2_B","Sample_40_Phenotype3_A","Sample_41_Phenotype1_A","Sample_42_Phenotype3_B","Sample_43_Phenotype1_B","Sample_44_Phenotype2_B","Sample_45_Phenotype1_A","Sample_46_Phenotype1_A","Sample_47_Phenotype3_A","Sample_48_Phenotype2_B","Sample_49_Phenotype3_A","Sample_50_Phenotype3_B"
"Unknown 107",188513.10818033,101598.48064792,65757.544155968,118408.27005404,254683.58777407,75320.091829276,16515.9956052,NA,81394.69972548,149773.45493926,85400.506251326,326032.797422042,75371.806327224,107603.29907611,122631.68926525,74218.958361105,113062.818649348,108925.585849002,121033.15895243,NA,44823.26358092,165419.85226643,301630.75731081,34100.20475895,73624.49137202,120044.85849891,256438.3026615,63165.65314081,68285.202022272,251321.70840966,116987.23037284,233909.944643,191566.57350249,84508.286372094,86672.66414634,135158.59516616,115943.419108608,47948.42323358,136854.53005615,50550.80183658,199029.610167342,101320.155303366,180630.38198516,68704.909235272,60545.71490814,131411.92633195,219510.48557426,157112.17696955,37269.22738721,69487.86727834
"Unknown 108",79625.36685446,140171.24702798,98164.685515848,63234.956072825,141546.34900089,61219.892698958,83380.84193476,75884.589244683,121577.163686659,135499.208321578,74425.72190447,90925.80526986,61005.616260756,68055.085667385,59194.94361409,78555.705323607,78586.035831858,109802.135905222,100301.443493208,87757.04690288,63068.16340412,53151.49822466,73995.840445984,60765.72868437,69174.010878798,111838.15248029,104679.52828198,96683.263489705,61277.529109641,83179.151152973,80595.77883999,108408.30022633,189746.789826523,87895.638030235,81006.96771002,95171.991441066,122238.13154127,52138.796956545,87867.743149548,59409.783633352,123774.53317957,101009.567620695,78042.62799841,56053.449277054,69949.09167451,86267.30180644,77588.025658148,89523.485869583,69895.390767464,55397.51460467
"Unknown 109",119098.743713606,216970.629197548,184018.049649604,244019.293008652,329285.317528875,277359.558670039,316443.885416918,91413.478714278,283836.545437147,227979.809475677,155271.095605194,330486.101372042,117999.207770114,285152.937762145,157463.508907811,318300.521847592,125718.579511219,324578.385952751,545078.718166695,73247.0964057,211883.262728643,111459.691709181,207503.9465164,79635.81062699,126849.869744378,155336.833810544,251908.023606447,212514.307928071,124408.013230144,124912.134267126,149423.575778978,194066.325017742,53200.379201333,192085.697147058,233503.502632121,150865.53171637,330068.783592652,46705.437029014,64508.24415076,87462.412827798,359005.19486827,80551.112998452,201116.905341059,221386.800667512,208686.724332014,220070.482673535,120337.308339143,194185.270887699,54998.3353303197,84402.676685378
"Unknown 110",438465.118768695,504916.397274726,447811.916490847,441762.54668123,604489.201790527,511967.078001252,478724.626781722,449201.409954179,475284.30569674,611472.143750958,531175.68880224,505083.930167565,391273.59593862,526136.179977544,437098.966770668,635299.219120365,432844.841418498,604133.504912732,624025.180203947,460243.314186726,382774.92636605,394145.32653662,525639.9932068,335971.986716,385763.65609952,553168.836705524,549640.492785671,394528.808071289,485918.33936539,455671.590559438,571122.392455468,578661.855300182,511489.904668778,495916.97703959,507453.815102715,408181.718284549,602451.0821457,314414.11846407,445992.088454968,370425.17124655,579992.506099968,479855.829814618,519116.989874025,466228.040830194,412924.986927644,447081.02988303,447307.931795352,567371.202113291,355816.607591964,320662.94057927
"Unknown 111",354722.41505031,347111.71126803,338938.459525226,376241.37994843,438758.33532257,395293.343131202,407851.690260686,365615.792679148,323283.496629612,502873.49567956,471233.44818368,375084.508203932,364218.875612286,374350.692026158,368973.749835308,497237.60912118,384048.349013212,435424.661674446,399420.89829175,384871.6675238,318889.537884288,324659.152246856,421799.710326669,305786.106487865,310122.251375373,568083.820175511,439121.375387548,258510.182658595,386346.079816995,375116.042453744,579548.78967236,482337.695129042,752447.215910593,467291.005806218,378020.867432984,286228.511881993,498369.69380442,246411.47770394,336741.415873298,354492.13897152,434365.48470622,368357.718268085,408661.940389185,403004.175511104,298491.827526006,348706.39303146,367984.098775165,506131.876260112,291342.789833511,266571.44878568
"Unknown 112",62626.972285772,49374.840243614,120270.023976664,34634.50419523,176168.992429901,47236.672479905,31699.936636199,31873.362770931,125818.391685901,142087.045048174,105891.680950767,52612.062772071,60697.442658698,68500.06068768,86287.307879486,100907.302368795,110087.309083327,155516.532083658,231019.638806374,69976.34709062,71962.91295369,60428.303637708,131267.767945104,46698.475042501,63096.660715864,163633.814432781,284943.080180614,64712.628183624,67087.859111704,99601.109075618,170711.77577833,65916.184828458,170390.184346145,73072.811974542,95424.740411051,98225.04766725,156076.5095882,57357.258337611,112550.409220854,47610.670467192,176524.38011334,83666.386926819,NA,63694.430419505,81962.24002305,134982.674174965,73310.417285481,175184.578798475,88164.263060729,93462.228141018
"Unknown 113",31724.2113060686,NA,56547.9369920311,32391.1645454138,36220.7348574456,35742.9793068808,54386.191787777,38277.024292382,50107.0144449086,35871.4377341019,46816.3946220723,41376.9880355076,41382.382435669,39628.9203986928,30830.972014915,53847.6573277589,24692.0176533165,55467.6519217537,50677.3527691365,40950.60367258,35796.8409332493,33698.206048752,49833.1426749915,16415.625100697,23506.223123892,44391.97053078,48471.8092536403,30965.323171913,43700.3656815021,43729.857375106,62910.4475096726,63088.52861673,78146.8193372544,45980.413357279,51911.6374725152,50397.5440853756,21842.3832477534,40447.156818537,54533.0281681088,30053.216762596,55377.6855867276,27494.09240599,56502.9057736,38998.7776602767,28979.44283342,58002.4964162222,30507.639966236,58804.955534457,39559.2346068533,16223.522834196
"Unknown 114",58537.05996042,76365.302316762,53744.4190645874,60562.382504641,113316.609478265,111625.04080667,53302.318160664,62889.364477532,49500.786267428,128659.551242934,121651.343496259,17705.73404583,62934.523914094,57022.050086392,60498.7268358406,109498.654611202,43456.1031125484,81959.3335826968,47044.687371755,82438.658123907,42571.503821256,40361.955000234,58647.239124133,53565.164063936,34205.200328889,80271.984809006,138901.835397593,14319.105572729,28365.955709614,16366.8773484,92518.4398474357,98624.428969924,54647.510378975,38711.761807971,30873.389684556,26596.88765111,75367.304793087,12413.63884368,48242.769362914,8079.463838444,47906.529897113,16671.61722278,60031.38882367,34463.199126696,15173.39918543,35919.22720728,23426.59254705,82328.2866241932,13109.22244928,23884.764845915
"Unknown 115",268952.484509202,248448.98294303,283108.594853064,136162.75683335,404352.023710925,321085.01812109,193947.64214896,116914.32381262,307301.32972418,186330.58674042,172980.63894217,298725.00871083,214672.994439713,318684.06871447,230933.52684933,232545.519573766,267745.152994218,241141.218654061,485459,228330.12552253,224999.96713874,175977.48494709,276281.457838768,211347.35359115,174996.373759374,382414.671812065,378065.50656964,209892.57681364,249706.114080199,158130.66474284,376425.641974734,265156.265758865,282124.66036275,144640.505887599,267683.5517874,314082.39682097,337409.73121119,189168.207212326,270288.47215713,173264.004059503,359778.79249497,345178.1472653,404636.50660157,193214.222724306,149411.13825377,165252.87466165,207129.71674432,270672.052441286,200371.59109929,158863.45599217
"Unknown 116",150226.962591191,195907.675486309,173474.426971534,91377.915394074,253739.633543984,98147.8551384345,183648.245573728,143529.58373379,230382.244556777,169068.36445754,196855.964827826,82474.396735432,90246.868931804,139352.492004032,186069.820985054,179062.485473272,141475.25391735,208420.772024646,160281.103072368,227813.887846394,114823.553041055,110291.996645852,166522.270725167,56548.697142984,23611.668720992,264384.920067942,203572.960601524,134298.761171829,121421.399499567,159665.327159571,232344.169328206,108108.890300979,223914.047901322,82762.270778376,136237.107990228,189599.900606631,214508.367600317,92359.976259472,94086.334860944,82127.0680804824,242808.038908964,151193.93270743,195757.581696585,133319.129883267,109321.386555762,103094.449686661,140838.952075028,127500.093911854,93852.396990172,98216.0513298256
"Unknown 117",367811.861224775,202823.32340421,280633.165004514,882980.58532077,348057.587973598,195337.172458272,338609.039930457,339363.4312116,585617.873933408,340461.905232872,322270.892313393,655414.57874988,679438.05038183,501691.880037787,476884.22620078,182370.13496324,510790.383033757,357994.601475119,940717.744783473,369940.273606904,322681.204859637,280575.84557646,895354.471530562,623533.693731875,1546674.8887516,631667.163153872,545106.810035319,632890.060251949,589235.839443741,747932.075698814,526795.435065599,1003566.39304269,1857787.24258296,811281.58267985,970288.540999484,517879.185526824,475911.177320319,214111.219136069,1101157.02253547,382694.229150593,688236.387070648,1034058.32192717,771097.11647895,346801.883554023,563721.07151925,480139.727411958,347124.712910376,878216.098575496,587423.41658755,340297.786467811
"Unknown 118",178824.440737722,155344.660593736,171016.467276442,134371.247255996,226622.620854656,88163.715854222,163449.697987755,107260.475996972,431927.692056648,113678.647932596,193019.053185982,127119.24766246,63316.58674124,288516.670208709,176261.216373531,99754.192251962,117313.399985664,157881.197425028,406326.433775718,128553.039172362,157004.32657889,115313.28328849,158852.02872752,78388.954258105,251793.932967458,95589,306011.53982471,136430.772393088,187885.278496637,95174.071197064,176854.852105967,189519.708842784,252476.42408299,146361.679255394,359840.325196758,326892.514099318,163340.58281773,84458.728658692,193246.601766066,73935.681943341,185309.618117286,154261.093929265,274146.345061894,155619.077279334,70631.810086381,301891.926610226,319995.446391643,388899.955172776,118684.405567935,97361.815943014
"Unknown 119",99145.071746484,101341.457074443,96739.367304416,133051.545959134,147116.859818476,70257.999850061,48148.590127266,78395.765444619,88849.64809417,73544.345765255,66384.000154536,90336.291434945,104789.622592518,68899.256298456,101200.325775941,80718.305534876,77282.180449963,114581.710835372,114414.105157937,54159.875578594,46963.682701182,124262.992731822,202586.299376873,102216.835876983,232652.571615612,89734.609013796,128117.300111447,72677.395219962,88706.188384578,85728.7132871,107014.841569164,112071.915604558,128986.208349969,91895.791463846,90681.08501187,84066.413480689,81669.786045233,80984.988967528,135676.996675368,135024.139502802,98160.642316363,92934.257191713,111669.106183443,53869.557903627,76522.588865214,71456.672155061,80318.582221876,115126.824692152,85385.847298802,71799.174671632
"Unknown 120",489516.87717042,605896.32210293,627960.03627391,365124.8881101,769412.35908104,277845.09426674,515982.9449714,340876.84627676,117399,546355.31836663,672050.90005055,347873.5896173,357697.457438401,513752.62058652,507317.08878335,503957.87167894,329942.96630412,444167.682667825,233987,543334.02998828,490718.52511064,305135.13667604,513739.17981156,220024.97899975,192916,653653.361421357,684835.88406044,477992.74464614,435524.58996249,483362.63058987,731454.465545796,486944.28123884,892899.463602682,361486.48784181,666172.0825584,830097.12339537,574427.2899077,281907.94163389,462811.894859304,303017.9851312,738940.46362128,643982.54073461,632736.22845161,474583.685512314,313061.20940531,95114,108272.56971975,581856.333812778,426209.20656572,311486.24865588
"Unknown 121",42227.7991234684,382706.057873722,93375.6568961654,180928.6638835,148220.136650909,158547.405423648,58030.6498463384,245550.41153422,89405.758053784,396858.916662942,61902.577391925,6492.1959984322,81214.6624705409,63121.694912318,104348.519352716,48616.538375123,88952.0565396931,229657.561074195,147484.576934996,85760.565437631,82521.1612853658,96119.3514707686,250213.849791022,79736.5373863509,84180.369047409,529091.174392112,428902.79699017,54764.317522112,73732.568616516,21886.65113775,485068.241964403,224115.28582352,444902.616144194,119756.663611088,154918.230112516,83981.466045294,169721.467223606,51732.49368391,210501.424513675,64337.269430794,103118.351001006,82727.258357475,270208.020307152,59277.207781984,97469.636255823,129318.874407142,83184.2494089952,186449.375648857,56763.3164671924,36803.398533121
"Unknown 122",186727.929803029,494943.084543591,314074.018121892,321048.146413273,663131.619630052,135761.570342601,173513.375638726,267750.573876189,212435.474287484,474554.603262144,150566.528368666,166308.412086368,76247.497252014,236831.949942616,201305.820244098,146380.73974273,385576.690748362,344521.873807494,240658.05221937,52001.9074572366,192214.569182511,117203.080047894,183243.965627645,99349.175261258,201274.397608865,430886.422175831,426748.383920482,227747.399148878,255912.154583722,180159.431144788,523747.42030617,342767.62985438,481944.926886289,183777.295416611,252168.450385548,185023.633422733,307409.873723164,164211.342857756,535893.587433894,177816.916463537,354435.704208613,185793.471784187,454487.548428134,217876.574546561,258891.93778831,310671.881627971,116316.151389035,305450.915533694,191873.606303149,179764.389475952
"Unknown 123",246621.913434161,505704.58950962,378892.631185314,355831.375103726,699032.593365226,112136.531168262,212955.037019997,251334.126195959,238694.70919002,474266.134319109,325880.744141324,217559.738986029,383932.870219878,274515.583419752,187267.594294957,169989.676735901,441120.157197236,368847.356879446,325442.532636357,202689.622696483,205547.348206155,38922.524407835,87901.311185793,88809.81765305,244971.141109034,291432.172726746,432694.941092025,371687.865640258,953409.290248044,170852.48448912,474278.759640336,335306.581434009,3708932.37853966,177828.089580189,506771.250244612,196871.324483304,328542.089361387,125731.872698998,540988.345560714,144522.749089266,395906.232447385,143874.493988856,425421.281540738,370679.939256368,257921.21266094,318228.860814845,167165.211543502,295770.885962464,325816.161581507,183225.473616825
"Unknown 124",1076530.03318722,826681.512919774,843040.67484138,393575.695034702,1557912.13714326,704273.450291656,356741.665797064,429667.465892997,600621.021115644,742779.94677887,682674.164671505,920521.979623835,819670.115052185,421635.6747976,1241616.9515108,935152.024244757,859335.608548776,1184240.04379229,478808.99090738,457466.875765724,208780.486603506,998952.73901328,1302390.39380165,412439.027298499,539086.301554393,872938.61135668,604834.165763236,352660.79801152,2390860.38053869,719651.758866936,2179291.55944863,1458956.03286703,974305.6115179,541826.953426872,394079.912316646,311768.143897446,786670.832439382,764824.501559725,3049756.96166183,268974.532746746,765290.627110607,309247.544890664,1054701.07054237,401973.274361007,378546.088168208,586060.375224165,709734.85897472,723689.230216278,543946.385642834,428909.072241741
"Unknown 125",257111.031310231,369196.809988816,281503.291447295,212847.721253946,532851.47176189,142450.506951915,139232.438975467,188833.143348058,159718.313581558,310217.033842178,132437.052780327,233046.20768596,138203.050717111,153517.433559178,242309.858330793,156980.579842812,339668.298569827,279798.432167076,168392.689228335,137009.373768109,106904.851897184,148683.104287697,239086.621212776,88233.549329021,154599.572050299,365923.95127856,311152.45355368,200534.35125788,434442.051855583,223596.580380767,616835.891207602,420763.971929538,440540.976670893,116658.092236115,108754.676246446,104569.883535819,258626.430385968,162731.144017351,697862.30649765,91619.932454736,302357.320584028,82186.019572468,411908.359452268,107120.913357806,189273.60669143,204612.51587427,131475.36909632,152608.79082999,165486.09966392,123446.153178172
